StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,attention_check,participant_id,group,nationality,age,gender,year_of_study,w1,w2,w3,w4,w5,w6,w7,b1,b2,b3,b4,b5,d1,d2,d3,d4,open_response
2025-01-12 06:26:36,2025-01-12 06:35:49,IP Address,135.186.208.32,100,553,True,2025-01-12 06:35:54,R_IDHPnpU2fBReIdH,anonymous,EN,I agree,4,P116,UK,England,23,F,2,4,5,4,2,4,1,4,6,7,7,7,7,1,1,1,1,I'd like clearer guidelines on assignment deadlines.
2025-01-16 19:35:46,2025-01-16 19:44:22,IP Address,105.105.152.114,100,516,True,2025-01-16 19:44:31,R_TnHW4PF002lghqY,anonymous,EN,I agree,4,P207,EU,Germany,24,Female,3,4,5,4,2,4,2,5,5,5,6,4,4,1,2,3,2,"UK social scenes are quieter than I expected—more laid-back, but I've found great friends."
2025-01-15 12:26:57,2025-01-15 12:35:57,IP Address,99.77.27.47,100,540,True,2025-01-15 12:36:01,R_7oqtXRTtqemWKjk,anonymous,EN,I agree,4,P175,EU,Spain,28,NB,1,2,2,2,4,2,4,2,4,5,4,4,4,3,3,3,3,"Financial stress is manageable, but I sometimes worry about future costs."
2025-01-09 12:13:54,2025-01-09 12:19:56,IP Address,203.63.8.33,100,362,True,2025-01-09 12:20:01,R_g3iCPU6zUjzgEz6,anonymous,EN,I agree,4,P055,UK,England,22,female,1,2,2,1,3,2,4,2,4,4,4,4,4,3,3,2,2,"Balancing studies and socialising is tricky, but I prioritise."
2025-01-12 03:57:34,2025-01-12 04:03:48,IP Address,130.172.240.149,100,374,True,2025-01-12 04:03:55,R_CplTXJUk13ZFfPl,anonymous,EN,I agree,4,P113,UK,Scotland,26,F,1,3,3,4,2,4,2,4,5,7,5,7,6,2,2,2,2,I miss home cooking but manage with budget meals.
2025-01-14 10:29:38,2025-01-14 10:37:35,IP Address,188.163.199.138,100,477,True,2025-01-14 10:37:37,R_B9WoYKvSNkimmdv,anonymous,EN,I agree,4,P154,EU,Poland,25,NB,1,3,4,4,2,4,3,4,3,4,5,4,4,2,3,2,2,"Missing my family's celebrations, but I've created new traditions here."
2025-01-10 03:49:23,2025-01-10 03:57:15,IP Address,167.95.131.202,100,472,True,2025-01-10 03:57:22,R_ArQEPcyLasnipua,anonymous,EN,I agree,4,P067,UK,England,23,Non-binary,3,3,4,4,2,4,4,3,6,5,5,6,5,2,2,2,2,Not really
2025-01-18 14:35:23,2025-01-18 14:42:34,IP Address,123.191.96.51,100,431,True,2025-01-18 14:42:37,R_H9DWwnVTsCFyFP0,anonymous,EN,I agree,4,P248,International,China,28,female,2,2,2,2,4,3,4,2,1,2,2,2,1,2,3,3,2,Small acts of kindness from peers make a big difference.
2025-01-08 13:10:30,2025-01-08 13:21:01,IP Address,126.199.94.176,100,631,True,2025-01-08 13:21:08,R_9PqcUDO4lKNEfvu,anonymous,EN,I agree,4,P038,UK,Scotland,26,Female,1,4,4,3,1,4,3,3,4,4,4,4,4,1,2,2,2,I sometimes feel pressure to overcommit.
2025-01-19 01:20:35,2025-01-19 01:30:46,IP Address,175.151.174.179,100,611,True,2025-01-19 01:30:48,R_cGoXWxKTVRgiDo1,anonymous,EN,I agree,4,P257,International,Malaysia,21,F,2,4,4,3,1,3,3,3,6,7,7,5,7,4,4,3,2,"Learned to advocate for myself, which boosts my confidence."
2025-01-07 07:41:27,2025-01-07 07:50:50,IP Address,158.63.196.202,100,563,True,2025-01-07 07:50:58,R_8H6h8l7qgATtLFx,anonymous,EN,I agree,4,P013,UK,England,26,FEMALE,1,4,4,4,3,3,2,3,5,4,4,5,4,1,1,2,1,Everything's manageable—just need to stay organised.
2025-01-10 03:38:09,2025-01-10 03:47:52,IP Address,199.218.50.109,100,583,True,2025-01-10 03:47:58,R_SWJfdjMPqPEBqUh,anonymous,EN,I agree,4,P066,UK,Northern Ireland,25,FEMALE,2,4,5,5,2,4,2,4,5,6,6,6,5,2,1,2,2,Food costs are a struggle; campus cafes are pricey.
2025-01-07 00:42:54,2025-01-07 00:49:15,IP Address,93.248.56.112,100,381,True,2025-01-07 00:49:18,R_ht3X13npgW2zMj5,anonymous,EN,I agree,4,P010,UK,England,22,F,1,3,4,3,2,4,3,4,5,6,5,5,6,2,3,2,2,
2025-01-16 23:03:20,2025-01-16 23:11:14,IP Address,108.231.82.111,100,474,True,2025-01-16 23:11:21,R_pQvhxKkZssTKu39,anonymous,EN,I agree,4,P212,EU,France,26,female,1,4,5,5,2,5,2,5,6,6,6,7,7,1,1,1,1,"Adjusting to UK culture has been smooth, but I miss my family's food and warm evenings at home."
2025-01-09 10:14:22,2025-01-09 10:20:44,IP Address,103.44.192.88,100,382,True,2025-01-09 10:20:48,R_3xFqM8NkTpLwR2J,anonymous,EN,I agree,4,P301,International,China,23,female,1,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
2025-01-13 18:24:31,2025-01-13 18:32:20,IP Address,177.27.179.187,100,469,True,2025-01-13 18:32:28,R_aqFGJJByVKFvbgz,anonymous,EN,I agree,4,P145,EU,Netherlands,25,male,1,2,3,2,4,3,4,3,5,4,N/A,5,5,1,1,1,1,"The weather here is brutal, but I've adapted to the rhythm of grey skies."
2025-01-07 17:10:59,2025-01-07 17:19:29,IP Address,136.131.37.19,100,510,True,2025-01-07 17:19:36,R_hPInRVkLUhY7gbt,anonymous,EN,I agree,4,P025,UK,England,25,Non Binary,2,4,3,4,2,4,1,4,6,6,6,5,5,2,1,2,2,No
2025-01-19 17:27:17,2025-01-19 17:34:57,IP Address,155.33.88.184,100,460,True,2025-01-19 17:35:04,R_7jXkE90GSWsIJyQ,anonymous,EN,I agree,4,P272,International,South Korea,23,Non Binary,1,3,3,1,4,3,3,3,4,5,4,6,5,3,1,2,2,
2025-01-15 14:12:36,2025-01-15 14:22:31,IP Address,142.22.52.132,100,595,True,2025-01-15 14:22:37,R_aZ8iZxNNKqYbd3B,anonymous,EN,I agree,4,P178,EU,Germany,22,MALE,2,3,4,3,2,3,4,3,5,6,5,6,6,1,2,2,1,
2025-01-12 03:40:50,2025-01-12 03:44:27,IP Address,199.108.100.248,100,217,True,2025-01-12 03:44:29,R_2aJg8r9HE60Dlgk,anonymous,EN,I agree,4,P112,UK,England,26,M,2,5,3,5,1,5,1,4,6,5,5,5,6,1,1,2,1,
2025-01-20 00:06:42,2025-01-20 00:10:56,IP Address,155.109.49.29,100,254,True,2025-01-20 00:11:04,R_yxqAoV4YQrUYz0l,anonymous,EN,I agree,4,P281,International,South Korea,24,Non Binary,2,2,2,2,4,2,4,2,3,4,4,3,3,4,4,4,4,
2025-01-16 23:46:54,2025-01-16 23:55:21,IP Address,144.235.155.248,100,507,True,2025-01-16 23:55:29,R_RNsPPqLiZgShhgm,anonymous,EN,I agree,4,P215,EU,Italy,21 years,f,3,2,3,2,4,2,3,2,3,4,2,2,2,4,4,3,3,"Adjusting to the pace of life here is harder than I thought, but I'm getting better."
2025-01-12 01:28:27,2025-01-12 01:38:13,IP Address,167.53.98.122,100,586,True,2025-01-12 01:38:14,R_JHS64k2k59yE675,anonymous,EN,I agree,4,P111,UK,England,30,F,1,3,4,4,3,4,4,2,3,4,5,4,4,4,3,2,2,Social life is great—lots of events and friends to keep me grounded.
2025-01-17 15:37:28,2025-01-17 15:45:06,IP Address,123.200.218.70,100,458,True,2025-01-17 15:45:15,R_ZKVBO7iEGd50DF5,anonymous,EN,I agree,4,P227,International,India,27,m,2,2,2,3,3,3,3,3,5,4,4,4,4,3,2,3,3,"It's lonely sometimes, but I remind myself why I'm here."
2025-01-19 11:08:16,2025-01-19 11:16:24,IP Address,207.131.129.221,100,488,True,2025-01-19 11:16:28,R_N9Pot7GaZpfPYe5,anonymous,EN,I agree,4,P266,International,India,25,Female,2,3,3,3,2,3,2,2,5,5,4,5,6,4,4,4,3,"It's lonely sometimes, but I remind myself why I'm here."
2025-01-16 12:00:34,2025-01-16 12:07:52,IP Address,144.138.44.137,100,438,True,2025-01-16 12:07:57,R_9A9MZp44eyyurC2,anonymous,EN,I agree,4,P196,EU,Netherlands,25,M,1,2,3,2,4,2,3,2,1,3,2,1,3,3,2,3,2,"The weather here is brutal, but I've adapted to the rhythm of grey skies."
2025-01-16 20:07:36,2025-01-16 20:10:36,IP Address,143.241.163.65,100,180,True,2025-01-16 20:10:43,R_K6e3F1xsd0imzJ4,anonymous,EN,I agree,4,P209,EU,Poland,29,f,1,3,3,3,3,2,4,3,4,4,4,3,4,2,2,2,3,"Financial stress sometimes creeps in, but part-time work helps."
2025-01-09 04:12:28,2025-01-09 04:24:02,IP Address,97.136.61.63,100,694,True,2025-01-09 04:24:10,R_NAp0mxDoJJ9s8Or,anonymous,EN,I agree,4,P049,UK,England,22,f,2,4,4,5,3,3,3,4,6,5,6,5,5,2,1,2,1,I feel supported by my peers and staff.
2025-01-07 13:04:10,2025-01-07 13:14:13,IP Address,100.137.174.145,100,603,True,2025-01-07 13:14:20,R_YUPnmbpD0ezNmRE,anonymous,EN,I agree,4,P017,UK,England,24,m,1,4,3,3,2,3,2,3,5,5,5,5,5,1,2,2,2,"Group projects are stressful, but teamwork helps."
2025-01-12 08:43:03,2025-01-12 08:50:42,IP Address,110.130.154.8,100,459,True,2025-01-12 08:50:48,R_zVV8OA9x14xQPHO,anonymous,EN,I agree,4,P119,UK,Wales,26,f,2,3,4,3,3,3,3,3,5,4,6,6,5,3,2,3,3,Social life is great—lots of events and friends to keep me grounded.
2025-01-18 14:12:16,2025-01-18 14:19:33,IP Address,112.132.151.93,100,437,True,2025-01-18 14:19:36,R_pnTB0iT2CwsIkL0,anonymous,EN,I agree,4,P246,International,Nigeria,26,FEMALE,1,2,4,4,3,3,3,3,4,5,4,5,5,4,3,4,3,Found comfort in online communities but still feel isolated.
2025-01-13 16:02:30,2025-01-13 16:10:11,IP Address,214.180.38.232,100,461,True,2025-01-13 16:10:16,R_IKHQI7CRBsQYXzE,anonymous,EN,I agree,4,P142,EU,Italy,23,FEMALE,1,5,4,4,2,4,2,5,5,6,5,5,6,1,1,1,1,"Financial stress is a constant, but I'm focusing on saving for the future."
2025-01-17 07:34:37,2025-01-17 07:38:52,IP Address,200.86.141.195,100,255,True,2025-01-17 07:38:54,R_ly7qx0XOXhRd6jz,anonymous,EN,I agree,4,P219,International,India,28,m,1,3,3,3,4,3,2,2,3,2,3,3,3,3,4,3,3,Often feel like an outsider during campus events.
2025-01-07 10:24:22,2025-01-07 10:33:22,IP Address,141.24.240.110,100,540,True,2025-01-07 10:33:30,R_SstzyshA6P3MsHa,anonymous,EN,I agree,4,P015,UK,England,21,Male,1,5,4,4,2,4,2,3,5,6,6,5,6,1,2,2,1,Not really
2025-01-14 17:51:54,2025-01-14 17:59:49,IP Address,101.98.89.147,100,475,True,2025-01-14 17:59:57,R_h1Ba7mQiOj5qOpx,anonymous,EN,I agree,4,P159,EU,France,27,MALE,3,2,2,3,4,3,3,3,5,6,5,4,5,2,3,2,2,"UK social scenes are quieter than I expected—more laid-back, but I've found great friends."
2025-01-08 06:19:24,2025-01-08 06:22:24,IP Address,199.148.87.158,100,180,True,2025-01-08 06:22:28,R_LXnGBB19sMLT6mn,anonymous,EN,I agree,4,P034,UK,England,25,female,2,4,4,4,2,3,2,4,6,7,7,7,-99,1,1,1,2,I miss home cooking but manage with budget meals.
2025-01-18 02:26:52,2025-01-18 02:34:08,IP Address,204.149.171.122,100,436,True,2025-01-18 02:34:10,R_Z8aPB4MM7Qt46xH,anonymous,EN,I agree,4,P237,International,Brazil,24,m,1,4,4,3,1,3,2,3,4,4,4,5,4,3,3,3,3,"Celebrate small wins, like passing exams, to stay motivated."
2025-01-07 22:01:49,2025-01-07 22:08:05,IP Address,102.197.24.179,100,376,True,2025-01-07 22:08:07,R_phlhHVlnES8Grgm,anonymous,EN,I agree,4,P031,UK,England,21,male,2,3,3,4,2,3,3,3,4,4,5,5,5,2,2,2,2,Rent and bills are my biggest worry right now.
2025-01-15 20:16:19,2025-01-15 20:22:20,IP Address,207.41.7.109,100,361,True,2025-01-15 20:22:26,R_XX9WwHE4Fyltn3W,anonymous,EN,I agree,4,P181,EU,Netherlands,25,FEMALE,2,4,4,4,3,4,2,4,7,6,6,6,6,1,1,2,1,"It's been challenging at times, but I'm proud of how much I've grown."
2025-01-12 09:40:08,2025-01-12 09:46:37,IP Address,124.162.171.134,100,389,True,2025-01-12 09:46:41,R_Tyon1dFrYTtLPts,anonymous,EN,I agree,4,P122,UK,England,21,M,1,4,4,2,4,4,1,4,7,7,6,7,7,2,2,2,1,I'm glad my accommodation is near campus.
2025-01-09 11:58:40,2025-01-09 12:05:46,IP Address,211.216.140.71,100,426,True,2025-01-09 12:05:54,R_ob2I4ndZ4szi6sE,anonymous,EN,I agree,4,P054,UK,England,28,MALE,2,3,4,4,2,3,1,3,6,6,6,4,5,1,1,1,1,
2025-01-18 15:27:48,2025-01-18 15:37:51,IP Address,93.15.104.80,100,603,True,2025-01-18 15:37:52,R_YMkFBl6O7TDwnEd,anonymous,EN,I agree,4,P249,International,China,26,F,1,4,2,2,3,2,3,3,5,5,5,5,6,3,4,3,3,"Family support via video calls helps, but loneliness persists."
2025-01-20 07:23:05,2025-01-20 07:27:58,IP Address,188.89.222.30,100,293,True,2025-01-20 07:28:00,R_4IejsqwaNxlb1Wo,anonymous,EN,I agree,4,P289,International,Nigeria,21,Female,2,4,4,5,3,3,3,3,3,4,3,4,4,3,3,3,3,Small acts of kindness from peers make a big difference.
2025-01-11 04:19:17,2025-01-11 04:25:42,IP Address,86.249.110.90,100,385,True,2025-01-11 04:25:51,R_YdWCscmc5F9HpUl,anonymous,EN,I agree,4,P086,UK,England,29,female,2,4,3,3,3,4,3,3,4,4,5,5,5,2,2,2,1,I sometimes feel pressure to overcommit.
2025-01-11 01:49:41,2025-01-11 01:55:26,IP Address,113.196.150.221,100,345,True,2025-01-11 01:55:34,R_nBvbdFo9xb50OXi,anonymous,EN,I agree,4,P081,UK,England,24,F,1,5,5,5,1,4,1,4,5,5,5,6,4,1,1,1,1,"My flat has a great vibe, but maintenance is slow."
2025-01-06 08:44:48,2025-01-06 08:51:03,IP Address,83.93.138.172,100,375,True,2025-01-06 08:51:09,R_v1plBArp5B1Id9Z,anonymous,EN,I agree,4,P002,UK,England,28,male,1,3,3,3,3,3,3,2,2,4,3,3,3,1,2,2,2,
2025-01-12 08:21:19,2025-01-12 08:27:02,IP Address,106.142.148.50,100,343,True,2025-01-12 08:27:08,R_CYSyYUJcvd95e5b,anonymous,EN,I agree,4,P118,UK,England,24,M,1,3,3,4,4,2,3,3,4,4,5,5,5,2,1,2,2,Rent and bills are my biggest worry right now.
2025-01-20 06:33:52,2025-01-20 06:37:27,IP Address,116.140.163.238,100,215,True,2025-01-20 06:37:31,R_M59MdNRXho8WUXB,anonymous,EN,I agree,4,P287,International,Nigeria,25,f,1,4,4,5,2,5,1,5,4,5,6,6,4,2,2,3,3,"It's lonely sometimes, but I remind myself why I'm here."
2025-01-13 01:43:41,2025-01-13 01:49:16,IP Address,171.81.202.73,100,335,True,2025-01-13 01:49:21,R_xIdakEAWJ1fGcn1,anonymous,EN,I agree,4,P133,EU,Poland,22,f,2,3,3,3,4,3,4,3,4,4,5,4,4,3,2,3,3,
2025-01-15 09:13:08,2025-01-15 09:20:56,IP Address,217.204.162.51,100,468,True,2025-01-15 09:21:04,R_ov026aO0TgGoEd9,anonymous,EN,I agree,4,P173,EU,Portugal,24,male,2,3,3,3,2,3,4,3,4,4,4,4,5,2,2,3,2,"UK social life feels more formal than in Spain, but I'm learning to navigate it."
2025-01-06 22:16:41,2025-01-06 22:23:03,IP Address,130.157.4.195,100,382,True,2025-01-06 22:23:12,R_aVNqTIAae24HZKj,anonymous,EN,I agree,4,P009,UK,England,25,Male,3,4,4,3,2,4,3,3,6,5,5,6,6,2,1,2,1,Budgeting is a skill I'm still learning.
2025-01-07 15:24:13,2025-01-07 15:30:35,IP Address,181.87.98.100,100,382,True,2025-01-07 15:30:38,R_P9K63LSFZH3UDqp,anonymous,EN,I agree,4,P019,UK,Wales,27,F,1,4,3,4,1,3,3,3,5,5,5,5,6,2,2,2,1,No
2025-01-20 11:29:49,2025-01-20 11:37:49,IP Address,158.77.104.195,100,480,True,2025-01-20 11:37:52,R_wiwKoYfy4TSXkZQ,anonymous,EN,I agree,4,P297,International,China,25,f,3,4,4,5,2,5,2,4,5,6,6,6,4,1,1,1,1,"Family expects me to excel academically, adding pressure."
2025-01-12 20:30:05,2025-01-12 20:41:05,IP Address,96.139.126.175,100,660,True,2025-01-12 20:41:13,R_Y7NEkXkSE4HNdc0,anonymous,EN,I agree,4,P129,UK,England,23,f,1,4,3,5,2,4,2,4,6,7,6,7,6,1,1,1,1,Workshops on time management would be helpful.
2025-01-17 16:19:10,2025-01-17 16:26:13,IP Address,208.219.183.192,100,423,True,2025-01-17 16:26:22,R_r0YGbjPmUjrp0Qs,anonymous,EN,I agree,4,P231,International,Malaysia,29,FEMALE,3,2,3,2,4,3,3,3,5,3,4,4,4,3,3,4,2,
2025-01-15 18:54:46,2025-01-15 19:05:53,IP Address,122.189.163.213,100,667,True,2025-01-15 19:05:54,R_r2cMpszIdrim2GN,anonymous,EN,I agree,4,P180,EU,France,30,M,3,2,2,2,3,2,5,2,3,3,2,3,3,2,1,1,2,"Language nuances trip me up, but I'm getting better with practice."
2025-01-07 15:43:53,2025-01-07 15:52:32,IP Address,206.118.155.212,100,519,True,2025-01-07 15:52:33,R_7zUHLnnBbuQzkCh,anonymous,EN,I agree,4,P022,UK,England,27,F,1,3,3,4,3,3,3,3,5,5,6,5,6,2,3,,2,Social life is great—lots of events and friends to keep me grounded.
2025-01-06 17:35:45,2025-01-06 17:43:54,IP Address,147.112.249.108,100,489,True,2025-01-06 17:43:58,R_SoyPstUeC99enq5,anonymous,EN,I agree,4,P006,UK,England,25,NB,2,-99,4,4,2,4,1,5,5,4,5,5,5,1,1,1,2,Social life is great—lots of events and friends to keep me grounded.
2025-01-09 15:20:21,2025-01-09 15:24:22,IP Address,132.247.245.235,100,241,True,2025-01-09 15:24:28,R_3a1iipkObaWoukd,anonymous,EN,I agree,4,P058,UK,England,24,MALE,1,5,3,2,2,3,3,3,4,4,4,4,4,2,1,1,2,"Lectures are engaging, but reading lists are overwhelming."
2025-01-19 05:22:25,2025-01-19 05:27:50,IP Address,112.145.234.187,100,325,True,2025-01-19 05:27:53,R_p1AwrQUzWDwIptv,anonymous,EN,I agree,4,P259,International,Brazil,24,Male,2,3,5,4,2,3,2,3,4,3,3,4,2,3,2,3,3,"Learned to advocate for myself, which boosts my confidence."
2025-01-16 15:08:29,2025-01-16 15:14:39,IP Address,86.57.194.161,100,370,True,2025-01-16 15:14:44,R_OQqzbWVa4OLapXs,anonymous,EN,I agree,4,P203,EU,Sweden,21,male,1,3,4,3,3,3,2,3,3,5,3,2,3,3,3,2,3,"Financial stress is a constant, but I'm focusing on saving for the future."
2025-01-11 15:21:53,2025-01-11 15:30:32,IP Address,91.66.224.207,100,519,True,2025-01-11 15:30:38,R_qpgrxMp1juJtVEF,anonymous,EN,I agree,4,P099,UK,Scotland,22,FEMALE,2,4,4,5,2,4,2,3,5,5,5,5,6,2,2,2,2,"Workload's tough, but I manage with time blocks and support groups."
2025-01-11 06:30:54,2025-01-11 06:37:44,IP Address,202.127.2.1,100,410,True,2025-01-11 06:37:53,R_ceWwxJLQ6xVJGyO,anonymous,EN,I agree,4,P090,UK,England,28,F,1,3,3,3,3,4,2,5,4,5,5,4,4,2,2,1,2,Food costs are a struggle; campus cafes are pricey.
2025-01-16 23:16:31,2025-01-16 23:24:54,IP Address,216.60.89.239,100,503,True,2025-01-16 23:24:57,R_c2pHd9PObQzxHDj,anonymous,EN,I agree,4,P214,EU,Netherlands,26,female,1,2,3,3,4,3,4,2,4,5,4,4,4,2,2,1,2,"I'm loving the freedom to explore, but homesickness hits when I'm alone."
2025-01-16 06:19:18,2025-01-16 06:25:38,IP Address,218.36.158.108,100,380,True,2025-01-16 06:25:45,R_axT82ExHgD1OQke,anonymous,EN,I agree,4,P189,EU,Spain,25,M,3,3,3,4,3,3,2,3,4,4,4,4,5,3,3,3,3,"Adjusting to UK culture took time, but the support from my university made it easier."
2025-01-10 13:10:29,2025-01-10 13:18:12,IP Address,212.64.214.114,100,463,True,2025-01-10 13:18:15,R_jeBsrdFtCdZe11M,anonymous,EN,I agree,4,P072,UK,Northern Ireland,26,female,2,3,4,3,3,3,3,3,7,7,6,5,7,2,1,1,2,"Lectures are engaging, but reading lists are overwhelming."
2025-01-17 20:29:08,2025-01-17 20:32:08,IP Address,80.33.103.115,100,180,True,2025-01-17 20:32:14,R_UcYg1T1UIoWXrP5,anonymous,EN,I agree,4,P232,International,India,21,MALE,1,5,3,4,3,5,2,4,5,6,4,4,5,1,1,2,2,"Cultural adjustment is tough, but I'm learning to navigate it."
2025-01-10 06:48:47,2025-01-10 06:54:21,IP Address,114.183.106.81,100,334,True,2025-01-10 06:54:24,R_UkxRFZXe1cb51JJ,anonymous,EN,I agree,4,P068,UK,Scotland,29,M,2,2,3,2,3,2,2,3,5,4,5,4,4,2,2,2,3,Rent and bills are my biggest worry right now.
2025-01-12 17:40:55,2025-01-12 17:48:25,IP Address,99.59.77.17,100,450,True,2025-01-12 17:48:28,R_Injq5JzjuxZEOQp,anonymous,EN,I agree,4,P128,UK,England,32,Female,1,3,4,3,4,2,3,3,3,3,3,4,3,2,2,1,2,Nothing to add
2025-01-13 17:19:20,2025-01-13 17:25:02,IP Address,111.57.254.151,100,342,True,2025-01-13 17:25:05,R_3HNfVOwOc8QyU7A,anonymous,EN,I agree,4,P144,EU,France,27,female,2,4,2,3,4,2,3,2,4,3,5,5,4,3,2,3,3,"UK social scenes are quieter than I expected—more laid-back, but I've found great friends."
2025-01-10 12:51:05,2025-01-10 12:57:39,IP Address,201.154.197.151,100,394,True,2025-01-10 12:57:48,R_LVOkVEUVB5INM1M,anonymous,EN,I agree,4,P071,UK,England,28,F,1,3,3,2,3,2,4,2,5,4,4,5,4,2,1,2,1,I'd like clearer guidelines on assignment deadlines.
2025-01-19 22:10:11,2025-01-19 22:13:16,IP Address,95.32.70.86,100,185,True,2025-01-19 22:13:25,R_P1uD8HqB8RkLNNI,anonymous,EN,I agree,4,P278,International,China,23,female,2,2,1,2,4,2,4,2,3,2,2,3,3,3,3,4,3,"Sometimes feel my culture is exoticized, which is hurtful."
2025-01-13 10:27:08,2025-01-13 10:33:43,IP Address,128.65.217.219,100,395,True,2025-01-13 10:33:44,R_MKmgs6uMXuuY18i,anonymous,EN,I agree,4,P140,EU,Germany,27,M,2,3,3,2,4,2,3,3,4,4,4,4,4,4,3,3,3,"Adjusting to the pace of life here is harder than I thought, but I'm getting better."
2025-01-19 08:54:48,2025-01-19 09:01:19,IP Address,211.73.195.2,100,391,True,2025-01-19 09:01:25,R_2YJR7IVU7CCKbhe,anonymous,EN,I agree,4,P265,International,Pakistan,23,FEMALE,2,4,3,3,3,3,3,3,2,3,3,2,2,3,4,4,4,"Some professors assume I lack motivation, which isn't true."
2025-01-10 17:19:09,2025-01-10 17:29:33,IP Address,219.30.187.109,100,624,True,2025-01-10 17:29:36,R_efQrSO42uKiv7Ry,anonymous,EN,I agree,4,P075,UK,England,32,Male,1,3,3,3,3,3,3,4,4,6,5,5,4,1,1,2,1,"Balancing studies and socialising is tricky, but I prioritise."
2025-01-14 16:09:35,2025-01-14 16:17:21,IP Address,168.173.146.222,100,466,True,2025-01-14 16:17:23,R_nAnqZuJJEvQdgWC,anonymous,EN,I agree,4,P158,EU,France,24,Non-binary,1,4,4,3,3,3,2,3,4,5,5,5,5,2,2,1,2,"Missing my home country's cuisine, but I'm learning to cook my own dishes."
2025-01-17 00:58:31,2025-01-17 01:04:46,IP Address,185.144.4.79,100,375,True,2025-01-17 01:04:48,R_PjfFSgpo9sCgkcs,anonymous,EN,I agree,4,P217,International,China,29,f,2,3,2,2,4,2,3,2,5,5,5,5,5,3,2,3,3,Sometimes feel my accent makes others dismiss my ideas.
2025-01-20 02:24:57,2025-01-20 02:31:11,IP Address,178.208.238.161,100,374,True,2025-01-20 02:31:19,R_jEvtX9CXu07dWeD,anonymous,EN,I agree,4,P283,International,India,28,male,2,2,1,1,5,1,4,2,1,1,1,1,1,5,4,5,5,"Discrimination in campus services, like being ignored by staff."
2025-01-16 16:17:22,2025-01-16 16:26:02,IP Address,89.75.237.242,100,520,True,2025-01-16 16:26:08,R_7NAxvpCPZygFP0x,anonymous,EN,I agree,4,P204,EU,Italy,26,female,1,3,3,2,3,2,4,3,5,4,5,4,5,3,3,2,2,"The language is a hurdle, but I'm improving thanks to language apps and friends."
2025-01-08 14:35:58,2025-01-08 14:42:23,IP Address,123.84.254.119,100,385,True,2025-01-08 14:42:28,R_OHzlwUMVmI5BRh8,anonymous,EN,I agree,4,P040,UK,Scotland,28,Male,1,5,4,4,2,4,2,3,6,6,5,5,6,3,2,3,2,I feel supported by my peers and staff.
2025-01-20 06:59:27,2025-01-20 07:07:04,IP Address,100.18.28.60,100,457,True,2025-01-20 07:07:09,R_lQwi3EBsRllvTrZ,anonymous,EN,I agree,4,P288,International,China,27,F,2,4,3,4,3,4,2,4,5,4,6,5,6,2,3,2,3,
2025-01-19 06:46:08,2025-01-19 06:53:10,IP Address,218.239.215.127,100,422,True,2025-01-19 06:53:18,R_v7rLm5Jqzges6X7,anonymous,EN,I agree,4,P264,International,India,21,Non-binary,1,2,4,4,3,3,3,3,4,3,4,3,3,2,2,2,2,Often feel like an outsider during campus events.
2025-01-17 23:19:57,2025-01-17 23:27:20,IP Address,183.180.163.134,100,443,True,2025-01-17 23:27:28,R_nleFzHfnnuwnUG9,anonymous,EN,I agree,4,P236,International,China,24,m,2,3,2,4,4,4,2,2,6,5,6,5,6,2,2,2,1,Missing family's cooking and traditions deeply affects my mood.
2025-01-08 13:28:44,2025-01-08 13:37:43,IP Address,200.43.22.201,100,539,True,2025-01-08 13:37:51,R_P1uRr6YICtu8zF9,anonymous,EN,I agree,4,P039,UK,England,21,Male,3,4,4,4,3,4,2,4,5,6,5,5,5,1,1,2,1,No
2025-01-12 07:30:50,2025-01-12 07:36:08,IP Address,169.129.146.55,100,318,True,2025-01-12 07:36:12,R_FJjuGhmKfFYCFCd,anonymous,EN,I agree,4,P117,UK,England,25,Female,1,5,5,4,1,5,1,5,7,7,7,7,7,1,2,2,2,Socialising helps me stay focused; I'd do more if I had time.
2025-01-11 13:35:21,2025-01-11 13:40:00,IP Address,130.29.185.64,100,279,True,2025-01-11 13:40:07,R_dBEmLtST18iwItC,anonymous,EN,I agree,4,P098,UK,England,25,m,1,5,5,5,1,5,2,5,4,4,3,3,4,3,2,2,2,"Balancing studies and socialising is tricky, but I prioritise."
2025-01-17 14:15:15,2025-01-17 14:24:41,IP Address,192.143.206.208,100,566,True,2025-01-17 14:24:48,R_IMDOShVnvZ7sGRc,anonymous,EN,I agree,4,P225,International,China,26,m,1,3,4,2,3,2,3,3,5,4,6,5,5,3,2,1,2,
2025-01-15 12:52:05,2025-01-15 13:01:18,IP Address,135.143.221.229,100,553,True,2025-01-15 13:01:22,R_CzH7mtqhjQZRcZu,anonymous,EN,I agree,4,P176,EU,France,29,female,2,4,4,5,3,3,1,3,5,5,5,5,6,3,3,3,2,"The language is a hurdle, but I'm improving thanks to language apps and friends."
